delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0004154,S009,C0090,2025-01-07,2025-02-02,2025-02-04,3323,3323,Delayed
D0004984,S016,C0112,2025-01-07,2025-02-13,2025-02-14,1929,1929,Delayed
D0002377,S013,C0055,2025-01-07,2025-02-12,2025-02-12,15785,15785,On-Time
D0008790,S004,C0214,2025-01-07,2025-02-01,2025-02-01,27860,27860,On-Time
D0003479,S004,C0076,2025-01-07,2025-02-18,2025-02-18,15858,15858,On-Time
D0000735,S016,C0023,2025-01-07,2025-02-08,2025-02-08,3415,3415,On-Time
D0007379,S013,C0170,2025-01-07,2025-01-30,2025-01-30,24027,24027,On-Time
D0001671,S010,C0042,2025-01-07,2025-02-05,2025-02-05,1629,1629,On-Time
D0007325,S011,C0169,2025-01-08,2025-02-02,2025-02-03,18315,18315,Delayed
D0005781,S017,C0136,2025-01-08,2025-02-23,2025-02-23,3756,3756,On-Time
D0001619,S006,C0041,2025-01-08,2025-02-18,2025-02-19,3105,2689,Delayed
D0001359,S008,C0036,2025-01-08,2025-02-17,2025-02-18,7445,7445,Delayed
D0007270,S010,C0168,2025-01-08,2025-02-05,2025-02-05,13711,13711,On-Time
D0005747,S008,C0135,2025-01-08,2025-02-26,2025-02-26,2023,2023,On-Time
D0003386,S017,C0074,2025-01-08,2025-02-20,2025-02-20,9200,9016,Partial
D0006822,S004,C0160,2025-01-08,2025-02-23,2025-02-23,35745,35745,On-Time
D0000535,S011,C0019,2025-01-08,2025-02-21,2025-02-21,2424,2424,On-Time
D0001945,S004,C0047,2025-01-08,2025-02-13,2025-02-14,17665,17665,Delayed
D0006769,S005,C0159,2025-01-08,2025-02-16,2025-02-17,41668,41668,Delayed
D0004016,S013,C0087,2025-01-08,2025-02-17,2025-02-18,7017,7017,Delayed
D0002868,S001,C0064,2025-01-08,2025-02-08,2025-02-09,10891,10891,Delayed
D0003971,S015,C0086,2025-01-08,2025-01-28,2025-01-28,7260,7260,On-Time
D0000049,S011,C0003,2025-01-08,2025-03-30,2025-03-30,100,100,On-Time
D0005824,S011,C0137,2025-01-08,2025-03-09,2025-03-10,2040,2040,Delayed
D0002045,S015,C0049,2025-01-08,2025-02-02,2025-02-02,18853,18853,On-Time
D0002257,S016,C0053,2025-01-08,2025-01-29,2025-01-29,14442,14442,On-Time
D0002153,S002,C0051,2025-01-08,2025-01-29,2025-01-29,11305,11305,On-Time
D0009118,S001,C0222,2025-01-08,2025-01-31,2025-01-31,20287,20287,On-Time
D0005156,S020,C0117,2025-01-08,2025-03-04,2025-03-04,3071,3071,On-Time
D0007822,S003,C0190,2025-01-08,2025-03-12,2025-03-15,93,93,Delayed
D0008918,S013,C0217,2025-01-08,2025-02-14,2025-02-15,13277,13277,Delayed
D0005090,S007,C0115,2025-01-08,2025-03-15,2025-03-15,1867,1867,On-Time
D0009007,S018,C0219,2025-01-08,2025-02-13,2025-02-13,14483,14483,On-Time
D0006561,S015,C0155,2025-01-08,2025-02-03,2025-02-03,14198,12887,Partial
D0003927,S008,C0085,2025-01-09,2025-02-04,2025-02-04,2212,2212,On-Time
D0008274,S018,C0202,2025-01-09,2025-02-07,2025-02-07,24304,24304,On-Time
D0007974,S019,C0195,2025-01-09,2025-02-08,2025-02-08,12664,12664,On-Time
D0008019,S009,C0196,2025-01-09,2025-02-08,2025-02-09,7898,7898,Delayed
D0006396,S020,C0152,2025-01-09,2025-02-01,2025-02-01,11187,11187,On-Time
D0009072,S003,C0221,2025-01-09,2025-01-29,2025-01-29,14491,14491,On-Time
D0001216,S005,C0033,2025-01-09,2025-02-15,2025-02-16,7199,7199,Delayed
D0007207,S012,C0167,2025-01-09,2025-02-11,2025-02-12,57218,57218,Delayed
D0005058,S016,C0114,2025-01-09,2025-03-07,2025-03-12,4346,4346,Delayed
D0005352,S004,C0123,2025-01-09,2025-02-06,2025-02-06,3995,3995,On-Time
D0007044,S020,C0164,2025-01-09,2025-02-18,2025-02-18,11014,11014,On-Time
D0004538,S012,C0100,2025-01-09,2025-02-21,2025-02-22,5450,5450,Delayed
D0003434,S020,C0075,2025-01-09,2025-02-10,2025-02-10,15104,15104,On-Time
D0009240,S016,C0226,2025-01-09,2025-03-04,2025-03-05,291,291,Delayed
D0006075,S014,C0144,2025-01-09,2025-02-25,2025-02-26,3345,3345,Delayed
D0008195,S019,C0200,2025-01-09,2025-01-28,2025-01-28,23384,23384,On-Time
D0006715,S017,C0158,2025-01-09,2025-02-13,2025-02-13,16057,16057,On-Time
D0009380,S013,C0231,2025-01-09,2025-02-18,2025-02-18,295,295,On-Time
D0000426,S011,C0017,2025-01-09,2025-02-08,2025-02-08,2549,2549,On-Time
D0005864,S016,C0138,2025-01-09,2025-02-18,2025-02-19,1433,1433,Delayed
D0004057,S020,C0088,2025-01-09,2025-01-26,2025-02-04,8759,8759,Delayed
D0008528,S011,C0208,2025-01-09,2025-01-28,2025-01-28,26202,26202,On-Time
D0000477,S017,C0018,2025-01-10,2025-02-15,2025-02-15,1333,1000,Partial
D0002318,S006,C0054,2025-01-10,2025-02-16,2025-02-26,18995,18995,Delayed
D0002697,S004,C0061,2025-01-10,2025-02-22,,30512,30512,Unknown
D0007725,S007,C0184,2025-01-10,2025-03-28,2025-04-04,47,47,Delayed
D0006936,S007,C0162,2025-01-10,2025-02-13,2025-02-13,16615,16615,On-Time
D0004615,S012,C0102,2025-01-10,2025-02-15,2025-02-16,3776,3776,Delayed
D0004770,S019,C0106,2025-01-10,2025-02-20,2025-02-20,2921,2921,On-Time
D0005225,S005,C0119,2025-01-10,2025-03-12,2025-03-13,2515,2515,Delayed
D0008392,S010,C0205,2025-01-10,2025-02-10,2025-02-10,17234,17234,On-Time
D0008694,S010,C0212,2025-01-10,2025-01-21,2025-01-21,16353,16353,On-Time
D0000375,S012,C0016,2025-01-10,2025-02-13,2025-02-14,4422,4422,Delayed
D0007551,S010,C0173,2025-01-10,2025-02-10,2025-02-10,11596,11596,On-Time
D0007884,S005,C0193,2025-01-10,2025-01-29,2025-01-30,11702,11702,Delayed
D0002427,S015,C0056,2025-01-10,2025-02-15,2025-02-15,9085,9085,On-Time
D0004200,S014,C0091,2025-01-10,2025-02-02,2025-02-03,5751,5751,Delayed
D0005936,S009,C0140,2025-01-10,2025-02-27,2025-02-28,3199,3199,Delayed
D0003234,S018,C0071,2025-01-10,2025-02-15,2025-02-15,12336,12336,On-Time
D0005023,S015,C0113,2025-01-10,2025-02-06,2025-02-06,1435,1435,On-Time
D0002589,S015,C0059,2025-01-10,2025-02-26,2025-02-26,8071,8071,On-Time
D0000782,S012,C0024,2025-01-10,2025-02-17,2025-02-17,3050,3050,On-Time
D0000580,S011,C0020,2025-01-10,2025-03-04,2025-03-05,3654,3654,Delayed
D0009583,S012,C0238,2025-01-10,2025-02-19,2025-02-19,567,567,On-Time
D0006252,S009,C0149,2025-01-10,2025-02-16,2025-02-19,3266,3266,Delayed
D0003826,S008,C0083,2025-01-10,2025-02-20,2025-03-07,4689,4689,Delayed
D0001834,S018,C0045,2025-01-10,2025-02-11,2025-02-11,19283,19283,On-Time
D0003044,S008,C0067,2025-01-10,2025-02-04,2025-02-04,5021,5021,On-Time
D0005554,S004,C0129,2025-01-10,2025-03-02,2025-03-02,2182,2182,On-Time
D0003150,S013,C0069,2025-01-10,2025-02-18,2025-02-19,15702,15702,Delayed
D0007711,S012,C0183,2025-01-10,2025-03-16,2025-03-17,36,36,Delayed
D0000830,S013,C0025,2025-01-10,2025-02-20,2025-02-20,3259,3259,On-Time
D0007607,S004,C0174,2025-01-10,2025-02-20,2025-02-20,19322,19322,On-Time
D0008020,S004,C0196,2025-01-13,2025-02-14,2025-02-15,28445,24664,Delayed
D0005388,S003,C0124,2025-01-13,2025-03-01,2025-03-02,2112,2112,Delayed
D0007380,S011,C0170,2025-01-13,2025-02-03,2025-02-03,19761,19761,On-Time
D0003480,S013,C0076,2025-01-13,2025-02-22,2025-02-22,9598,9598,On-Time
D0000376,S001,C0016,2025-01-13,2025-02-18,2025-02-19,2960,2960,Delayed
D0001071,S003,C0030,2025-01-13,2025-02-22,2025-02-23,2348,2348,Delayed
D0008791,S016,C0214,2025-01-13,2025-02-08,2025-02-10,35078,35078,Delayed
D0003928,S011,C0085,2025-01-13,2025-02-09,2025-02-09,6090,6090,On-Time
D0004616,S010,C0102,2025-01-13,2025-02-19,2025-02-19,1600,1600,On-Time
D0002757,S012,C0062,2025-01-13,2025-02-04,2025-02-04,7845,7845,On-Time
D0003880,S010,C0084,2025-01-13,2025-03-03,2025-03-03,16208,14188,Partial
D0007975,S007,C0195,2025-01-13,2025-02-11,2025-02-11,16193,16193,On-Time
D0006562,S003,C0155,2025-01-13,2025-02-08,2025-02-08,47839,47839,On-Time
D0004653,S015,C0103,2025-01-13,2025-02-21,2025-02-21,1592,1592,On-Time
D0004275,S016,C0093,2025-01-13,2025-02-22,2025-02-23,1957,1957,Delayed
D0001894,S004,C0046,2025-01-13,2025-02-24,2025-02-24,16568,16568,On-Time
D0006216,S012,C0148,2025-01-13,2025-02-12,2025-02-13,1573,1573,Delayed
D0004311,S010,C0094,2025-01-13,2025-02-20,2025-02-20,883,883,On-Time
D0006662,S003,C0157,2025-01-13,2025-02-11,2025-02-12,11950,11950,Delayed
D0003729,S006,C0081,2025-01-13,2025-02-14,2025-02-14,12697,12697,On-Time
D0004573,S005,C0101,2025-01-13,2025-03-07,2025-03-08,2019,2019,Delayed
D0009642,S020,C0240,2025-01-13,2025-03-12,2025-03-12,412,412,On-Time
D0003679,S006,C0080,2025-01-13,2025-02-25,2025-03-12,15019,15019,Delayed
D0004155,S003,C0090,2025-01-13,2025-02-06,2025-02-07,9458,9458,Delayed
D0007926,S005,C0194,2025-01-13,2025-02-12,2025-02-12,19100,19100,On-Time
D0005865,S016,C0138,2025-01-13,2025-02-21,,2316,2316,Unknown
D0005592,S015,C0130,2025-01-13,2025-03-06,2025-03-06,1648,1648,On-Time
D0006148,S005,C0146,2025-01-13,2025-03-12,2025-03-13,3295,3295,Delayed
D0000318,S012,C0015,2025-01-13,2025-02-18,2025-02-21,3207,3207,Delayed
D0004985,S015,C0112,2025-01-13,2025-02-18,2025-02-18,2636,2636,On-Time
D0000013,S008,C0001,2025-01-14,2025-03-30,2025-03-30,29,29,On-Time
D0007208,S015,C0167,2025-01-14,2025-02-13,2025-02-13,29659,29659,On-Time
D0002099,S009,C0050,2025-01-14,2025-02-03,2025-02-04,34333,34333,Delayed
D0007326,S013,C0169,2025-01-14,2025-02-08,2025-02-08,24345,24345,On-Time
D0002869,S015,C0064,2025-01-14,2025-02-15,2025-03-04,13528,13528,Delayed
D0008612,S005,C0210,2025-01-14,2025-02-10,2025-02-11,27321,27321,Delayed
D0003827,S009,C0083,2025-01-14,2025-02-23,2025-02-24,15553,15553,Delayed
D0000268,S016,C0014,2025-01-14,2025-02-18,2025-02-19,7113,7113,Delayed
D0007498,S015,C0172,2025-01-14,2025-02-16,2025-02-16,11631,11631,On-Time
D0001412,S016,C0037,2025-01-14,2025-03-06,2025-03-15,12256,12256,Delayed
D0004386,S002,C0096,2025-01-14,2025-02-20,2025-02-20,2280,2280,On-Time
D0007608,S020,C0174,2025-01-14,2025-02-27,2025-02-27,26404,26404,On-Time
D0002927,S012,C0065,2025-01-14,2025-02-25,2025-02-27,17537,17537,Delayed
D0001672,S009,C0042,2025-01-14,2025-02-11,2025-02-12,7764,7764,Delayed
D0002539,S015,C0058,2025-01-14,2025-02-16,2025-02-16,8518,8518,On-Time
D0004771,S016,C0106,2025-01-14,2025-02-25,2025-02-25,4813,4813,On-Time
D0004808,S015,C0107,2025-01-14,2025-02-20,2025-02-20,2058,2058,On-Time
D0000686,S013,C0022,2025-01-14,2025-02-18,2025-02-18,4903,4903,On-Time
D0009208,S008,C0225,2025-01-14,2025-02-13,2025-02-14,430,430,Delayed
D0008872,S012,C0216,2025-01-14,2025-02-13,2025-02-15,8143,8143,Delayed
D0002482,S010,C0057,2025-01-14,2025-02-27,2025-02-27,20337,20337,On-Time
D0003191,S002,C0070,2025-01-14,2025-03-02,2025-03-03,7959,7959,Delayed
D0000783,S009,C0024,2025-01-14,2025-02-17,2025-02-18,2710,2710,Delayed
D0006509,S015,C0154,2025-01-14,2025-03-06,2025-03-06,21392,21392,On-Time
D0000105,S012,C0006,2025-01-14,2025-03-04,2025-03-05,39,39,Delayed
D0002428,S005,C0056,2025-01-14,2025-02-15,2025-02-16,9468,9468,Delayed
D0005422,S004,C0125,2025-01-14,2025-02-21,2025-02-21,1591,1591,On-Time
D0004498,S005,C0099,2025-01-15,2025-03-30,2025-03-30,5527,5527,On-Time
D0002258,S012,C0053,2025-01-15,2025-02-03,2025-02-05,12828,12828,Delayed
D0001118,S010,C0031,2025-01-15,2025-02-28,2025-02-28,2754,2754,On-Time
D0009039,S013,C0220,2025-01-15,2025-02-16,2025-02-16,18527,18527,On-Time
D0000831,S010,C0025,2025-01-15,2025-02-26,2025-03-17,3074,3074,Delayed
D0006874,S008,C0161,2025-01-15,2025-02-08,2025-02-10,21014,21014,Delayed
D0007440,S015,C0171,2025-01-15,2025-02-20,2025-02-20,19585,19585,On-Time
D0004105,S019,C0089,2025-01-15,2025-02-11,2025-02-12,10447,9421,Delayed
D0000536,S004,C0019,2025-01-15,2025-03-04,2025-03-04,2339,2339,On-Time
D0009265,S004,C0227,2025-01-15,2025-02-22,2025-02-22,468,468,On-Time
D0000581,S001,C0020,2025-01-15,2025-03-09,2025-03-10,3997,3997,Delayed
D0000080,S006,C0005,2025-01-15,2025-02-24,2025-02-24,48,48,On-Time
D0001313,S009,C0035,2025-01-15,2025-02-23,2025-02-23,2770,2770,On-Time
D0007807,S016,C0189,2025-01-15,2025-03-06,2025-03-07,87,87,Delayed
D0005825,S016,C0137,2025-01-15,2025-03-15,2025-03-15,4204,4204,On-Time
D0000629,S001,C0021,2025-01-15,2025-02-26,2025-02-26,3139,3139,On-Time
D0000972,S010,C0028,2025-01-16,2025-03-10,2025-03-10,6548,6417,Partial
D0000427,S015,C0017,2025-01-16,2025-02-16,2025-02-16,8246,8246,On-Time
D0006397,S011,C0152,2025-01-16,2025-02-08,2025-02-08,24899,24899,On-Time
D0001360,S008,C0036,2025-01-16,2025-02-21,2025-02-21,4232,4232,On-Time
D0003098,S012,C0068,2025-01-16,2025-02-11,2025-02-12,13746,13746,Delayed
D0007271,S003,C0168,2025-01-16,2025-02-14,2025-02-15,19240,19240,Delayed
D0003387,S008,C0074,2025-01-16,2025-03-01,2025-03-01,8762,8762,On-Time
D0008436,S017,C0206,2025-01-16,2025-02-16,2025-02-16,16564,16564,On-Time
D0002046,S014,C0049,2025-01-16,2025-02-10,2025-02-10,12136,12136,On-Time
D0000736,S018,C0023,2025-01-16,2025-02-21,2025-02-21,2713,2713,On-Time
D0009350,S013,C0230,2025-01-16,2025-02-18,2025-02-19,392,392,Delayed
D0006340,S005,C0151,2025-01-16,2025-02-22,2025-02-23,14654,14654,Delayed
D0002154,S013,C0051,2025-01-16,2025-02-10,2025-02-10,10852,10852,On-Time
D0005688,S001,C0133,2025-01-16,2025-02-06,2025-02-07,3534,3534,Delayed
D0003151,S015,C0069,2025-01-16,2025-02-24,2025-02-24,6510,6510,On-Time
D0001026,S008,C0029,2025-01-16,2025-02-25,2025-02-25,4199,4199,On-Time
D0005255,S015,C0120,2025-01-16,2025-03-21,2025-03-21,2847,2847,On-Time
D0004017,S008,C0087,2025-01-16,2025-02-22,,5247,5247,Unknown
D0008316,S005,C0203,2025-01-16,2025-02-09,2025-02-09,29483,29483,On-Time
D0004058,S010,C0088,2025-01-16,2025-01-31,2025-01-31,8465,8465,On-Time
D0005782,S011,C0136,2025-01-16,2025-03-02,2025-03-02,3469,3469,On-Time
D0003287,S008,C0072,2025-01-16,2025-03-08,2025-03-09,11949,11949,Delayed
D0002698,S010,C0061,2025-01-16,2025-02-26,2025-02-26,15355,15355,On-Time
D0003045,S013,C0067,2025-01-16,2025-02-10,2025-02-11,30842,30842,Delayed
D0009407,S010,C0232,2025-01-16,2025-02-22,2025-02-22,283,283,On-Time
D0003584,S018,C0078,2025-01-16,2025-03-06,2025-03-06,5597,5597,On-Time
D0002319,S003,C0054,2025-01-16,2025-02-24,2025-02-25,14114,14114,Delayed
D0000875,S011,C0026,2025-01-16,2025-03-04,2025-03-04,4875,4875,On-Time
D0005898,S010,C0139,2025-01-16,2025-02-20,2025-02-20,1498,1498,On-Time
D0004462,S011,C0098,2025-01-16,2025-02-23,2025-03-09,3360,3360,Delayed
D0008919,S018,C0217,2025-01-17,2025-02-22,2025-02-22,13723,13723,On-Time
D0006991,S015,C0163,2025-01-17,2025-02-14,2025-02-14,46885,46885,On-Time
D0005937,S005,C0140,2025-01-17,2025-03-05,2025-03-06,1313,1313,Delayed
D0006770,S002,C0159,2025-01-17,2025-02-25,2025-02-25,12364,12364,On-Time
D0001835,S001,C0045,2025-01-17,2025-02-15,2025-02-17,15755,15755,Delayed
D0008695,S005,C0212,2025-01-17,2025-01-29,2025-01-30,8908,8908,Delayed
D0008196,S011,C0200,2025-01-17,2025-02-07,2025-02-07,10076,10076,On-Time
D0006937,S012,C0162,2025-01-17,2025-02-19,2025-02-20,17773,17773,Delayed
D0005972,S013,C0141,2025-01-17,2025-03-06,2025-03-06,2867,2867,On-Time
D0008151,S004,C0199,2025-01-17,2025-02-08,2025-02-08,24747,24747,On-Time
D0000478,S015,C0018,2025-01-17,2025-02-18,2025-02-18,7616,7616,On-Time
D0003781,S017,C0082,2025-01-17,2025-03-08,2025-03-08,13191,13191,On-Time
D0006610,S002,C0156,2025-01-17,2025-02-10,2025-02-10,13211,13211,On-Time
D0003235,S016,C0071,2025-01-17,2025-02-21,2025-02-22,22124,22124,Delayed
D0005748,S006,C0135,2025-01-17,2025-03-06,2025-03-07,1243,1243,Delayed
D0000131,S016,C0007,2025-01-17,2025-02-24,2025-02-25,82,82,Delayed
D0000930,S011,C0027,2025-01-17,2025-03-11,2025-03-11,5750,5750,On-Time
D0008566,S015,C0209,2025-01-17,2025-02-04,2025-02-04,35023,35023,On-Time
D0001726,S012,C0043,2025-01-17,2025-02-27,2025-02-28,5455,5455,Delayed
D0004881,S004,C0109,2025-01-17,2025-03-10,2025-03-10,1120,1120,On-Time
D0001217,S012,C0033,2025-01-17,2025-02-23,2025-02-24,6685,6685,Delayed
D0006076,S002,C0144,2025-01-20,2025-03-09,2025-03-09,2003,2003,On-Time
D0005717,S005,C0134,2025-01-20,2025-03-11,2025-03-21,2946,2946,Delayed
D0003288,S013,C0072,2025-01-20,2025-03-13,2025-03-15,11454,8590,Delayed
D0001727,S001,C0043,2025-01-20,2025-03-01,2025-03-01,3056,3056,On-Time
D0006293,S018,C0150,2025-01-20,2025-03-04,2025-03-04,37599,33636,Partial
D0006398,S010,C0152,2025-01-20,2025-02-11,2025-02-11,14507,14507,On-Time
D0008317,S013,C0203,2025-01-20,2025-02-15,2025-02-15,9867,9867,On-Time
D0006716,S019,C0158,2025-01-20,2025-02-25,2025-02-25,21455,21455,On-Time
D0008107,S015,C0198,2025-01-20,2025-02-05,2025-02-11,8190,8190,Delayed
D0006563,S008,C0155,2025-01-20,2025-02-15,2025-02-16,12721,12721,Delayed
D0006149,S011,C0146,2025-01-20,2025-03-16,2025-03-16,5377,5377,On-Time
D0001466,S007,C0038,2025-01-20,2025-02-20,2025-02-20,7290,7290,On-Time
D0000876,S019,C0026,2025-01-20,2025-03-11,2025-03-11,1473,1473,On-Time
D0002590,S010,C0059,2025-01-20,2025-03-01,2025-03-01,6728,6728,On-Time
D0008197,S012,C0200,2025-01-20,2025-02-06,2025-02-06,13540,13540,On-Time
D0005191,S003,C0118,2025-01-20,2025-03-14,2025-03-16,1848,1513,Delayed
D0008072,S005,C0197,2025-01-20,2025-02-14,2025-02-14,15876,15876,On-Time
D0001946,S009,C0047,2025-01-20,2025-02-26,2025-02-27,8609,8609,Delayed
D0008920,S020,C0217,2025-01-20,2025-02-23,,30556,30556,Unknown
D0007609,S008,C0174,2025-01-20,2025-03-02,2025-03-02,11220,11220,On-Time
D0004312,S011,C0094,2025-01-20,2025-02-26,2025-02-26,3567,3567,On-Time
D0009040,S009,C0220,2025-01-20,2025-02-23,2025-02-24,18048,18048,Delayed
D0006823,S013,C0160,2025-01-20,2025-03-03,2025-03-03,10325,10325,On-Time
D0003536,S007,C0077,2025-01-20,2025-02-25,2025-02-25,10921,10921,On-Time
D0006180,S005,C0147,2025-01-20,2025-04-13,2025-04-13,1760,1760,On-Time
D0002642,S003,C0060,2025-01-20,2025-02-13,2025-02-13,7708,7708,On-Time
D0005024,S012,C0113,2025-01-20,2025-02-15,2025-02-16,1861,1861,Delayed
D0004463,S017,C0098,2025-01-20,2025-02-27,2025-02-27,4105,4105,On-Time
D0006217,S013,C0148,2025-01-20,2025-02-19,2025-02-19,6053,6053,On-Time
D0003334,S019,C0073,2025-01-20,2025-02-24,2025-02-24,5566,5566,On-Time
D0002047,S001,C0049,2025-01-20,2025-02-17,2025-02-17,9836,9836,On-Time
D0008567,S009,C0209,2025-01-20,2025-02-06,2025-02-07,31080,31080,Delayed
D0007855,S013,C0192,2025-01-20,2025-03-12,2025-03-13,100,100,Delayed
D0001314,S011,C0035,2025-01-20,2025-03-01,2025-03-02,2652,2652,Delayed
D0000319,S009,C0015,2025-01-20,2025-02-26,2025-02-27,5118,5118,Delayed
D0005555,S004,C0129,2025-01-21,2025-03-14,2025-03-14,4386,4386,On-Time
D0003782,S008,C0082,2025-01-21,2025-03-09,2025-03-10,22201,22201,Delayed
D0001218,S006,C0033,2025-01-21,2025-02-28,2025-02-28,3794,3794,On-Time
D0000737,S020,C0023,2025-01-21,2025-02-23,2025-02-23,3626,3626,On-Time
D0004059,S020,C0088,2025-01-21,2025-02-08,2025-02-08,10820,10820,On-Time
D0004574,S015,C0101,2025-01-21,2025-03-14,2025-03-14,1654,1654,On-Time
D0008873,S005,C0216,2025-01-21,2025-02-17,2025-02-17,11468,11468,On-Time
D0005353,S014,C0123,2025-01-21,2025-02-20,2025-02-20,4337,4337,On-Time
D0007499,S009,C0172,2025-01-21,2025-02-22,2025-02-23,19951,16856,Delayed
D0008152,S001,C0199,2025-01-21,2025-02-11,2025-02-12,14138,14138,Delayed
D0000377,S018,C0016,2025-01-21,2025-02-26,2025-02-26,2473,2473,On-Time
D0007927,S009,C0194,2025-01-21,2025-02-16,2025-02-17,14528,14528,Delayed
D0003828,S019,C0083,2025-01-21,2025-02-23,2025-02-23,6548,6548,On-Time
D0009465,S012,C0234,2025-01-21,2025-03-08,2025-03-09,421,421,Delayed
D0003481,S014,C0076,2025-01-21,2025-03-04,2025-03-04,4254,4254,On-Time
D0000973,S020,C0028,2025-01-21,2025-03-19,2025-03-19,3792,3792,On-Time
D0002320,S016,C0054,2025-01-21,2025-03-02,2025-03-04,22044,22044,Delayed
D0007823,S012,C0190,2025-01-21,2025-03-25,,37,37,Unknown
D0004654,S001,C0103,2025-01-21,2025-03-02,2025-03-03,3679,3679,Delayed
D0004951,S005,C0111,2025-01-21,2025-03-01,2025-03-01,1598,1598,On-Time
D0009584,S018,C0238,2025-01-21,2025-03-08,2025-03-08,146,125,Partial
D0001895,S016,C0046,2025-01-21,2025-03-03,2025-03-04,14924,14924,Delayed
D0004276,S019,C0093,2025-01-21,2025-03-04,2025-03-04,3155,3155,On-Time
D0003630,S016,C0079,2025-01-21,2025-03-01,2025-03-02,2629,2629,Delayed
D0005783,S012,C0136,2025-01-21,2025-03-08,2025-03-09,2386,2386,Delayed
D0007327,S002,C0169,2025-01-21,2025-02-15,2025-02-15,48057,48057,On-Time
D0001565,S007,C0040,2025-01-21,2025-03-20,2025-03-20,4387,4387,On-Time
D0002483,S004,C0057,2025-01-21,2025-03-03,2025-03-04,3413,3413,Delayed
D0000428,S018,C0017,2025-01-21,2025-02-19,2025-02-19,2376,2376,On-Time
D0002259,S006,C0053,2025-01-21,2025-02-09,2025-02-20,13646,13646,Delayed
D0007151,S019,C0166,2025-01-21,2025-02-23,2025-02-23,11978,11978,On-Time
D0004539,S011,C0100,2025-01-21,2025-03-04,2025-03-05,2119,2119,Delayed
D0008529,S014,C0208,2025-01-21,2025-02-08,2025-02-08,8934,8934,On-Time
D0001027,S011,C0029,2025-01-21,2025-03-01,2025-03-02,3190,3190,Delayed
D0004430,S004,C0097,2025-01-21,2025-03-07,2025-03-07,2545,2545,On-Time
D0005226,S009,C0119,2025-01-22,2025-03-20,2025-03-20,5647,5647,On-Time
D0002808,S019,C0063,2025-01-22,2025-02-22,2025-02-22,26691,26691,On-Time
D0004986,S001,C0112,2025-01-22,2025-02-27,2025-02-27,2483,2483,On-Time
D0001620,S019,C0041,2025-01-22,2025-03-05,2025-03-05,1940,1940,On-Time
D0006771,S010,C0159,2025-01-22,2025-03-02,2025-03-02,26510,26510,On-Time
D0009073,S012,C0221,2025-01-22,2025-02-09,2025-02-09,13453,13453,On-Time
D0007885,S018,C0193,2025-01-22,2025-02-10,2025-02-10,15270,15270,On-Time
D0003152,S018,C0069,2025-01-22,2025-02-27,2025-02-27,8263,8263,On-Time
D0009408,S012,C0232,2025-01-22,2025-03-01,2025-03-02,795,795,Delayed
D0000537,S019,C0019,2025-01-22,2025-03-04,2025-03-04,4921,4921,On-Time
D0004845,S019,C0108,2025-01-22,2025-02-27,2025-02-27,2923,2923,On-Time
D0000784,S005,C0024,2025-01-22,2025-02-26,2025-02-26,2967,2967,On-Time
D0004916,S005,C0110,2025-01-22,2025-02-26,2025-03-16,2107,2107,Delayed
D0002155,S005,C0051,2025-01-22,2025-02-12,2025-02-13,8232,8232,Delayed
D0000269,S015,C0014,2025-01-22,2025-03-01,2025-03-01,7097,7097,On-Time
D0002100,S015,C0050,2025-01-22,2025-02-13,2025-02-13,18226,18226,On-Time
D0006046,S012,C0143,2025-01-22,2025-03-24,2025-03-25,1733,1733,Delayed
D0003388,S005,C0074,2025-01-22,2025-03-07,2025-03-07,6363,6363,On-Time
D0004696,S014,C0104,2025-01-22,2025-03-03,2025-03-04,3448,3448,Delayed
D0008837,S015,C0215,2025-01-23,2025-02-10,2025-02-10,21244,21244,On-Time
D0002699,S016,C0061,2025-01-23,2025-03-06,2025-03-07,7072,7072,Delayed
D0005493,S015,C0127,2025-01-23,2025-03-22,2025-03-22,3013,3013,On-Time
